"Population by Single Year of Age","Number"
"0",""
"Female","302"
"Male","302"
"1",""
"Female","214"
"Male","253"
"10",""
"Female","430"
"Male","463"
"11",""
"Female","259"
"Male","309"
"12",""
"Female","443"
"Male","481"
"13",""
"Female","359"
"Male","373"
"14",""
"Female","392"
"Male","423"
"15",""
"Female","390"
"Male","372"
"16",""
"Female","403"
"Male","418"
"17",""
"Female","304"
"Male","317"
"18",""
"Female","397"
"Male","432"
"19",""
"Female","201"
"Male","238"
"2",""
"Female","287"
"Male","315"
"20",""
"Female","417"
"Male","313"
"21",""
"Female","201"
"Male","209"
"22",""
"Female","338"
"Male","297"
"23",""
"Female","213"
"Male","191"
"24",""
"Female","235"
"Male","214"
"25",""
"Female","485"
"Male","455"
"26",""
"Female","237"
"Male","221"
"27",""
"Female","173"
"Male","205"
"28",""
"Female","313"
"Male","284"
"29",""
"Female","93"
"Male","110"
"3",""
"Female","341"
"Male","353"
"30",""
"Female","488"
"Male","451"
"31",""
"Female","108"
"Male","112"
"32",""
"Female","265"
"Male","266"
"33",""
"Female","117"
"Male","109"
"34",""
"Female","161"
"Male","116"
"35",""
"Female","484"
"Male","505"
"36",""
"Female","141"
"Male","178"
"37",""
"Female","117"
"Male","100"
"38",""
"Female","206"
"Male","217"
"39",""
"Female","98"
"Male","84"
"4",""
"Female","326"
"Male","323"
"40",""
"Female","459"
"Male","447"
"41",""
"Female","76"
"Male","87"
"42",""
"Female","168"
"Male","169"
"43",""
"Female","105"
"Male","82"
"44",""
"Female","78"
"Male","76"
"45",""
"Female","405"
"Male","456"
"46",""
"Female","86"
"Male","104"
"47",""
"Female","75"
"Male","82"
"48",""
"Female","125"
"Male","137"
"49",""
"Female","57"
"Male","53"
"5",""
"Female","365"
"Male","375"
"50",""
"Female","305"
"Male","314"
"51",""
"Female","57"
"Male","74"
"52",""
"Female","79"
"Male","117"
"53",""
"Female","58"
"Male","63"
"54",""
"Female","59"
"Male","44"
"55",""
"Female","286"
"Male","307"
"56",""
"Female","56"
"Male","65"
"57",""
"Female","39"
"Male","35"
"58",""
"Female","99"
"Male","84"
"59",""
"Female","40"
"Male","48"
"6",""
"Female","297"
"Male","325"
"60",""
"Female","285"
"Male","275"
"61",""
"Female","42"
"Male","38"
"62",""
"Female","70"
"Male","72"
"63",""
"Female","35"
"Male","35"
"64",""
"Female","24"
"Male","21"
"65",""
"Female","189"
"Male","204"
"66",""
"Female","21"
"Male","25"
"67",""
"Female","23"
"Male","19"
"68",""
"Female","35"
"Male","63"
"69",""
"Female","16"
"Male","16"
"7",""
"Female","372"
"Male","361"
"70",""
"Female","112"
"Male","142"
"71",""
"Female","8"
"Male","13"
"72",""
"Female","28"
"Male","22"
"73",""
"Female","13"
"Male","12"
"74",""
"Female","5"
"Male","7"
"75",""
"Female","76"
"Male","59"
"76",""
"Female","1"
"Male","8"
"77",""
"Female","5"
"Male","4"
"78",""
"Female","11"
"Male","11"
"79",""
"Female","3"
"Male","7"
"8",""
"Female","410"
"Male","438"
"80",""
"Female","45"
"Male","32"
"81",""
"Female","2"
"Male","0"
"82",""
"Female","1"
"Male","4"
"83",""
"Female","1"
"Male","1"
"84",""
"Female","6"
"Male","2"
"85",""
"Female","32"
"Male","46"
"9",""
"Female","269"
"Male","238"
