"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","6"
"Cow Dung","2963"
"Electricity Fuel","0"
"KeroseneFuel","69"
"LP Gas","10"
"Not Sated about Fuel","50"
"OthersFuel","3"
"Wood/FireWood","875"
"Total","3976"
