"Population by Single Year of Age","Number"
"0",""
"Female","2383"
"Male","2459"
"1",""
"Female","2209"
"Male","2344"
"10",""
"Female","3974"
"Male","3989"
"11",""
"Female","3274"
"Male","3166"
"12",""
"Female","4262"
"Male","4286"
"13",""
"Female","3368"
"Male","3227"
"14",""
"Female","3603"
"Male","3431"
"15",""
"Female","3367"
"Male","3028"
"16",""
"Female","3260"
"Male","2968"
"17",""
"Female","2730"
"Male","2475"
"18",""
"Female","3476"
"Male","2871"
"19",""
"Female","2272"
"Male","1895"
"2",""
"Female","2811"
"Male","2843"
"20",""
"Female","2439"
"Male","1872"
"21",""
"Female","2468"
"Male","1831"
"22",""
"Female","2774"
"Male","2088"
"23",""
"Female","2206"
"Male","1577"
"24",""
"Female","2226"
"Male","1686"
"25",""
"Female","2576"
"Male","1840"
"26",""
"Female","2009"
"Male","1385"
"27",""
"Female","1887"
"Male","1368"
"28",""
"Female","2292"
"Male","1776"
"29",""
"Female","1257"
"Male","980"
"3",""
"Female","2908"
"Male","2973"
"30",""
"Female","2729"
"Male","1901"
"31",""
"Female","998"
"Male","782"
"32",""
"Female","1791"
"Male","1488"
"33",""
"Female","1171"
"Male","1011"
"34",""
"Female","1110"
"Male","910"
"35",""
"Female","2614"
"Male","1999"
"36",""
"Female","1342"
"Male","1153"
"37",""
"Female","858"
"Male","778"
"38",""
"Female","1469"
"Male","1204"
"39",""
"Female","832"
"Male","788"
"4",""
"Female","3265"
"Male","3434"
"40",""
"Female","2498"
"Male","2009"
"41",""
"Female","739"
"Male","689"
"42",""
"Female","1114"
"Male","1104"
"43",""
"Female","743"
"Male","777"
"44",""
"Female","661"
"Male","633"
"45",""
"Female","1827"
"Male","1582"
"46",""
"Female","789"
"Male","747"
"47",""
"Female","601"
"Male","633"
"48",""
"Female","1003"
"Male","985"
"49",""
"Female","567"
"Male","511"
"5",""
"Female","3364"
"Male","3631"
"50",""
"Female","1675"
"Male","1708"
"51",""
"Female","557"
"Male","574"
"52",""
"Female","784"
"Male","940"
"53",""
"Female","490"
"Male","595"
"54",""
"Female","481"
"Male","465"
"55",""
"Female","1230"
"Male","1192"
"56",""
"Female","641"
"Male","706"
"57",""
"Female","486"
"Male","580"
"58",""
"Female","684"
"Male","694"
"59",""
"Female","421"
"Male","439"
"6",""
"Female","3394"
"Male","3438"
"60",""
"Female","1502"
"Male","1340"
"61",""
"Female","488"
"Male","498"
"62",""
"Female","563"
"Male","554"
"63",""
"Female","370"
"Male","324"
"64",""
"Female","295"
"Male","306"
"65",""
"Female","1027"
"Male","827"
"66",""
"Female","302"
"Male","328"
"67",""
"Female","250"
"Male","359"
"68",""
"Female","368"
"Male","479"
"69",""
"Female","141"
"Male","192"
"7",""
"Female","3317"
"Male","3218"
"70",""
"Female","612"
"Male","556"
"71",""
"Female","117"
"Male","138"
"72",""
"Female","222"
"Male","248"
"73",""
"Female","99"
"Male","142"
"74",""
"Female","70"
"Male","94"
"75",""
"Female","315"
"Male","282"
"76",""
"Female","67"
"Male","90"
"77",""
"Female","49"
"Male","90"
"78",""
"Female","119"
"Male","160"
"79",""
"Female","50"
"Male","57"
"8",""
"Female","3610"
"Male","3670"
"80",""
"Female","166"
"Male","148"
"81",""
"Female","31"
"Male","42"
"82",""
"Female","33"
"Male","40"
"83",""
"Female","28"
"Male","20"
"84",""
"Female","25"
"Male","40"
"85",""
"Female","177"
"Male","156"
"9",""
"Female","3103"
"Male","3133"
