"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","54"
"Cow Dung","72"
"Electricity","7"
"Kerosene","151"
"LP Gas","688"
"Not stated","374"
"Others","31"
"Wood/Firewood","45147"
"Total","46524"
