"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","8"
"Cow Dung","650"
"Electricity","5"
"Kerosene","16"
"LP Gas","6"
"Not stated","21"
"Others","114"
"Wood/Firewood","6646"
"Total","7466"
