"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","9115"
"Christianity","228"
"Hindu","4533"
"Islam","6"
"Jainism","0"
"Kirat","3"
"Prakriti","2"
"Sikhism","0"
"Undefined","4"
"Total","13891"
