"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","113"
"Male","110"
"","223"
"Chhetri",""
"Female","556"
"Male","506"
"","1062"
"Damai/Dholi",""
"Female","31"
"Male","23"
"","54"
"Gurung",""
"Female","13"
"Male","17"
"","30"
"Hajam/Thakur",""
"Female","69"
"Male","57"
"","126"
"Kami",""
"Female","72"
"Male","49"
"","121"
"Magar",""
"Female","498"
"Male","410"
"","908"
"Newar",""
"Female","635"
"Male","543"
"","1178"
"Others",""
"Female","20"
"Male","32"
"","52"
"Sanyasi/Dasnami",""
"Female","16"
"Male","15"
"","31"
"Tamang",""
"Female","5248"
"Male","4709"
"","9957"
"Thakuri",""
"Female","24"
"Male","26"
"","50"
"Tharu",""
"Female","5"
"Male","12"
"","17"
