"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","107"
"Male","102"
"","209"
"Byasi/Sauka",""
"Female","462"
"Male","444"
"","906"
"Chhetri",""
"Female","974"
"Male","980"
"","1954"
"Damai/Dholi",""
"Female","80"
"Male","91"
"","171"
"Kami",""
"Female","330"
"Male","351"
"","681"
"Others",""
"Female","3"
"Male","7"
"","10"
"Sarki",""
"Female","93"
"Male","101"
"","194"
"Tamang",""
"Female","8"
"Male","5"
"","13"
"Terai Others",""
"Female","7"
"Male","6"
"","13"
"Thakuri",""
"Female","980"
"Male","880"
"","1860"
