"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","31"
"Cow Dung","4740"
"Electricity","0"
"Kerosene","70"
"LP Gas","96"
"Not stated","69"
"Others","9"
"Wood/Firewood","398"
"Total","5413"
