"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","18"
"Male","19"
"Bhote",""
"Female","121"
"Male","138"
"Brahman - Hill",""
"Female","703"
"Male","710"
"Chhetri",""
"Female","4792"
"Male","4748"
"Dalit Others",""
"Female","745"
"Male","814"
"Damai/Dholi",""
"Female","128"
"Male","151"
"Kami",""
"Female","608"
"Male","630"
"Others",""
"Female","9"
"Male","8"
"Sanyasi/Dasnami",""
"Female","119"
"Male","130"
"Sarki",""
"Female","88"
"Male","93"
"Tamang",""
"Female","90"
"Male","99"
"Terai Others",""
"Female","7"
"Male","9"
"Thakuri",""
"Female","1059"
"Male","1080"
