"Population by Five Years Age Group","Number"
"0-4",""
"Female","1292"
"Male","1357"
"10-14",""
"Female","1159"
"Male","1201"
"15-19",""
"Female","866"
"Male","825"
"20-24",""
"Female","687"
"Male","668"
"25-29",""
"Female","554"
"Male","463"
"30-34",""
"Female","487"
"Male","475"
"35-39",""
"Female","417"
"Male","452"
"40-44",""
"Female","364"
"Male","406"
"45-49",""
"Female","286"
"Male","363"
"50-54",""
"Female","264"
"Male","262"
"55-59",""
"Female","199"
"Male","280"
"5-9",""
"Female","1253"
"Male","1262"
"60-64",""
"Female","343"
"Male","314"
"65-69",""
"Female","157"
"Male","155"
"70-74",""
"Female","80"
"Male","91"
"75+",""
"Female","79"
"Male","85"
