"Population by Religion","Number"
"Bahai","5"
"Bon","0"
"Buddism","55"
"Christianity","54"
"Hindu","250727"
"Islam","21"
"Jainism","0"
"Kirat","1"
"Prakriti","1"
"Sikhism","0"
"Undefined","34"
"Total","250898"
