"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","33"
"Cow Dung","43"
"Electricity Fuel","3"
"KeroseneFuel","266"
"LP Gas","396"
"Not Sated about Fuel","199"
"OthersFuel","17"
"Wood/FireWood","44210"
"Total","45167"
