"Population by Mother tongue","Number"
"Baitadeli",""
"Female","130609"
"Male","114371"
"","244980"
"Bajhangi",""
"Female","148"
"Male","12"
"","160"
"Bhojpuri",""
"Female","13"
"Male","10"
"","23"
"Darchuleli",""
"Female","30"
"Male","5"
"","35"
"Doteli",""
"Female","967"
"Male","725"
"","1692"
"Dzonkha",""
"Female","6"
"Male","5"
"","11"
"Hindi",""
"Female","68"
"Male","24"
"","92"
"Magar",""
"Female","12"
"Male","31"
"","43"
"Maithili",""
"Female","15"
"Male","20"
"","35"
"Nepali",""
"Female","1185"
"Male","1154"
"","2339"
"Not Reported",""
"Female","25"
"Male","19"
"","44"
"Others",""
"Female","310"
"Male","303"
"","613"
"Sign Language",""
"Female","21"
"Male","27"
"","48"
"Surel",""
"Female","53"
"Male","57"
"","110"
