"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","12678"
"Christianity","603"
"Hindu","16370"
"Islam","7"
"Jainism","1"
"Kirat","6"
"Prakriti","5"
"Sikhism","0"
"Undefined","255"
"Total","29926"
