"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","6"
"Male","6"
"","12"
"Danuwar",""
"Female","24"
"Male","17"
"","41"
"Hindi",""
"Female","2"
"Male","9"
"","11"
"Magar",""
"Female","26"
"Male","23"
"","49"
"Maithili",""
"Female","8"
"Male","32"
"","40"
"Nepali",""
"Female","7177"
"Male","6010"
"","13187"
"Newar",""
"Female","1735"
"Male","1565"
"","3300"
"Not Reported",""
"Female","19"
"Male","19"
"","38"
"Others",""
"Female","16"
"Male","22"
"","38"
"Tamang",""
"Female","6902"
"Male","5901"
"","12803"
