"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","4005"
"Male","3318"
"","7323"
"Chhetri",""
"Female","1300"
"Male","1092"
"","2392"
"Dalit Others",""
"Female","16"
"Male","17"
"","33"
"Damai/Dholi",""
"Female","386"
"Male","308"
"","694"
"Danuwar",""
"Female","24"
"Male","17"
"","41"
"Gharti/Bhujel",""
"Female","132"
"Male","115"
"","247"
"Kami",""
"Female","471"
"Male","449"
"","920"
"Magar",""
"Female","146"
"Male","132"
"","278"
"Newar",""
"Female","1868"
"Male","1675"
"","3543"
"Others",""
"Female","32"
"Male","34"
"","66"
"Sanyasi/Dasnami",""
"Female","52"
"Male","49"
"","101"
"Sarki",""
"Female","473"
"Male","398"
"","871"
"Sunuwar",""
"Female","28"
"Male","17"
"","45"
"Tamang",""
"Female","6972"
"Male","5966"
"","12938"
"Terai Others",""
"Female","10"
"Male","17"
"","27"
