"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","7740"
"Christianity","138"
"Hindu","5155"
"Islam","2"
"Jainism","0"
"Kirat","0"
"Prakriti","5"
"Sikhism","0"
"Undefined","9"
"Total","13049"
