"Population by Mother tongue","Number"
"Bhujel",""
"Female","5"
"Male","6"
"","11"
"Gurung",""
"Female","379"
"Male","325"
"","704"
"Limbu",""
"Female","2675"
"Male","2382"
"","5057"
"Magar",""
"Female","230"
"Male","220"
"","450"
"Maithili",""
"Female","6"
"Male","6"
"","12"
"Nepali",""
"Female","2528"
"Male","2191"
"","4719"
"Newar",""
"Female","112"
"Male","95"
"","207"
"Not Reported",""
"Female","13"
"Male","21"
"","34"
"Others",""
"Female","16"
"Male","12"
"","28"
"Rai",""
"Female","41"
"Male","25"
"","66"
"Sherpa",""
"Female","653"
"Male","531"
"","1184"
"Sign Language",""
"Female","8"
"Male","4"
"","12"
"Sunuwar",""
"Female","7"
"Male","7"
"","14"
"Tamang",""
"Female","697"
"Male","589"
"","1286"
