"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","13"
"Male","45"
"Doteli",""
"Female","3"
"Male","10"
"Gurung",""
"Female","23"
"Male","28"
"Hindi",""
"Female","2"
"Male","11"
"Limbu",""
"Female","24"
"Male","22"
"Magar",""
"Female","88"
"Male","83"
"Maithili",""
"Female","53"
"Male","175"
"Majhi",""
"Female","5"
"Male","6"
"Nepali",""
"Female","18029"
"Male","16808"
"Newar",""
"Female","7077"
"Male","6833"
"Not Reported",""
"Female","8"
"Male","10"
"Others",""
"Female","33"
"Male","41"
"Rai",""
"Female","54"
"Male","59"
"Sherpa",""
"Female","8"
"Male","9"
"Sunuwar",""
"Female","21"
"Male","14"
"Tamang",""
"Female","2980"
"Male","2816"
"Tharu",""
"Female","17"
"Male","22"
