"Population by Single Year of Age","Number"
"0",""
"Female","369"
"Male","438"
"1",""
"Female","307"
"Male","382"
"10",""
"Female","576"
"Male","568"
"11",""
"Female","534"
"Male","496"
"12",""
"Female","665"
"Male","630"
"13",""
"Female","630"
"Male","621"
"14",""
"Female","648"
"Male","711"
"15",""
"Female","654"
"Male","643"
"16",""
"Female","684"
"Male","684"
"17",""
"Female","615"
"Male","655"
"18",""
"Female","628"
"Male","699"
"19",""
"Female","512"
"Male","504"
"2",""
"Female","357"
"Male","405"
"20",""
"Female","801"
"Male","796"
"21",""
"Female","523"
"Male","623"
"22",""
"Female","766"
"Male","848"
"23",""
"Female","618"
"Male","678"
"24",""
"Female","619"
"Male","716"
"25",""
"Female","744"
"Male","702"
"26",""
"Female","593"
"Male","625"
"27",""
"Female","462"
"Male","557"
"28",""
"Female","666"
"Male","759"
"29",""
"Female","318"
"Male","442"
"3",""
"Female","334"
"Male","352"
"30",""
"Female","948"
"Male","781"
"31",""
"Female","275"
"Male","374"
"32",""
"Female","541"
"Male","547"
"33",""
"Female","338"
"Male","399"
"34",""
"Female","387"
"Male","393"
"35",""
"Female","777"
"Male","740"
"36",""
"Female","357"
"Male","403"
"37",""
"Female","299"
"Male","313"
"38",""
"Female","455"
"Male","413"
"39",""
"Female","216"
"Male","242"
"4",""
"Female","378"
"Male","443"
"40",""
"Female","774"
"Male","658"
"41",""
"Female","167"
"Male","213"
"42",""
"Female","334"
"Male","387"
"43",""
"Female","231"
"Male","227"
"44",""
"Female","228"
"Male","239"
"45",""
"Female","572"
"Male","541"
"46",""
"Female","225"
"Male","243"
"47",""
"Female","189"
"Male","231"
"48",""
"Female","292"
"Male","308"
"49",""
"Female","172"
"Male","178"
"5",""
"Female","420"
"Male","442"
"50",""
"Female","513"
"Male","438"
"51",""
"Female","109"
"Male","142"
"52",""
"Female","227"
"Male","228"
"53",""
"Female","175"
"Male","155"
"54",""
"Female","115"
"Male","156"
"55",""
"Female","363"
"Male","304"
"56",""
"Female","164"
"Male","147"
"57",""
"Female","145"
"Male","145"
"58",""
"Female","151"
"Male","171"
"59",""
"Female","104"
"Male","104"
"6",""
"Female","402"
"Male","424"
"60",""
"Female","360"
"Male","308"
"61",""
"Female","114"
"Male","111"
"62",""
"Female","138"
"Male","126"
"63",""
"Female","83"
"Male","85"
"64",""
"Female","111"
"Male","107"
"65",""
"Female","260"
"Male","185"
"66",""
"Female","109"
"Male","105"
"67",""
"Female","107"
"Male","96"
"68",""
"Female","122"
"Male","138"
"69",""
"Female","46"
"Male","69"
"7",""
"Female","473"
"Male","468"
"70",""
"Female","226"
"Male","191"
"71",""
"Female","42"
"Male","49"
"72",""
"Female","78"
"Male","83"
"73",""
"Female","54"
"Male","61"
"74",""
"Female","50"
"Male","51"
"75",""
"Female","124"
"Male","107"
"76",""
"Female","50"
"Male","54"
"77",""
"Female","64"
"Male","53"
"78",""
"Female","72"
"Male","74"
"79",""
"Female","33"
"Male","41"
"8",""
"Female","471"
"Male","533"
"80",""
"Female","74"
"Male","38"
"81",""
"Female","22"
"Male","17"
"82",""
"Female","27"
"Male","29"
"83",""
"Female","16"
"Male","20"
"84",""
"Female","27"
"Male","30"
"85",""
"Female","115"
"Male","94"
"9",""
"Female","413"
"Male","473"
