"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","131"
"Cow Dung","11"
"Electricity","18"
"Kerosene","140"
"LP Gas","4439"
"Not stated","92"
"Others","61"
"Wood/Firewood","7278"
"Total","12170"
