"Population by Five Years Age Group","Number"
"0-4",""
"Female","1458"
"Male","1543"
"10-14",""
"Female","1831"
"Male","1803"
"15-19",""
"Female","1234"
"Male","1357"
"20-24",""
"Female","1189"
"Male","990"
"25-29",""
"Female","1177"
"Male","1074"
"30-34",""
"Female","1058"
"Male","865"
"35-39",""
"Female","921"
"Male","934"
"40-44",""
"Female","670"
"Male","720"
"45-49",""
"Female","592"
"Male","610"
"50-54",""
"Female","468"
"Male","494"
"55-59",""
"Female","456"
"Male","467"
"5-9",""
"Female","1987"
"Male","2165"
"60-64",""
"Female","430"
"Male","462"
"65-69",""
"Female","359"
"Male","338"
"70-74",""
"Female","192"
"Male","250"
"75+",""
"Female","169"
"Male","174"
