"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","91"
"Cow Dung","4048"
"Electricity","0"
"Kerosene","103"
"LP Gas","38"
"Not stated","209"
"Others","5"
"Wood/Firewood","945"
"Total","5439"
