"Population by Caste Ethinicity","Number"
"Badi",""
"Female","413"
"Male","356"
"","769"
"Brahman - Hill",""
"Female","3128"
"Male","3119"
"","6247"
"Chhetri",""
"Female","72499"
"Male","65436"
"","137935"
"Dalit Others",""
"Female","58"
"Male","42"
"","100"
"Damai/Dholi",""
"Female","3749"
"Male","3505"
"","7254"
"Gaine",""
"Female","82"
"Male","69"
"","151"
"Gharti/Bhujel",""
"Female","17"
"Male","22"
"","39"
"Gurung",""
"Female","85"
"Male","78"
"","163"
"Kami",""
"Female","14793"
"Male","13767"
"","28560"
"Kathabaniyan",""
"Female","5"
"Male","7"
"","12"
"Kumal",""
"Female","100"
"Male","93"
"","193"
"Lohar",""
"Female","12"
"Male","11"
"","23"
"Magar",""
"Female","18934"
"Male","17519"
"","36453"
"Majhi",""
"Female","15"
"Male","15"
"","30"
"Musalman",""
"Female","140"
"Male","123"
"","263"
"Newar",""
"Female","754"
"Male","596"
"","1350"
"Others",""
"Female","160"
"Male","121"
"","281"
"Rai",""
"Female","60"
"Male","50"
"","110"
"Raute",""
"Female","35"
"Male","31"
"","66"
"Sanyasi/Dasnami",""
"Female","4521"
"Male","4006"
"","8527"
"Sarki",""
"Female","2318"
"Male","2045"
"","4363"
"Tamang",""
"Female","9"
"Male","2"
"","11"
"Teli",""
"Female","6"
"Male","5"
"","11"
"Terai Others",""
"Female","100"
"Male","87"
"","187"
"Thakuri",""
"Female","4410"
"Male","4084"
"","8494"
"Tharu",""
"Female","49"
"Male","52"
"","101"
"Undefined Others",""
"Female","11"
"Male","12"
"","23"
