"Population by Religion","Number"
"Bahai","4"
"Bon","0"
"Buddism","1996"
"Christianity","3114"
"Hindu","236889"
"Islam","268"
"Jainism","0"
"Kirat","0"
"Prakriti","7"
"Sikhism","0"
"Undefined","166"
"Total","242444"
