"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","54"
"Cow Dung","72"
"Electricity Fuel","7"
"KeroseneFuel","151"
"LP Gas","688"
"Not Sated about Fuel","374"
"OthersFuel","31"
"Wood/FireWood","45147"
"Total","46524"
