"Population by Mother tongue","Number"
"Hindi",""
"Female","3"
"Male","19"
"","22"
"Khamchi (Raute)",""
"Female","35"
"Male","31"
"","66"
"Magar",""
"Female","395"
"Male","366"
"","761"
"Maithili",""
"Female","6"
"Male","9"
"","15"
"Nepali",""
"Female","125704"
"Male","114495"
"","240199"
"Newar",""
"Female","92"
"Male","75"
"","167"
"Not Reported",""
"Female","66"
"Male","67"
"","133"
"Others",""
"Female","73"
"Male","123"
"","196"
"Sign Language",""
"Female","14"
"Male","17"
"","31"
"Urdu",""
"Female","75"
"Male","51"
"","126"
