"Population by Mother tongue","Number"
"Avadhi",""
"Female","4"
"Male","7"
"","11"
"Bhojpuri",""
"Female","735"
"Male","1100"
"","1835"
"Bote",""
"Female","28"
"Male","31"
"","59"
"Chepang",""
"Female","105"
"Male","113"
"","218"
"Darai",""
"Female","420"
"Male","386"
"","806"
"Doteli",""
"Female","8"
"Male","5"
"","13"
"Gurung",""
"Female","336"
"Male","279"
"","615"
"Hindi",""
"Female","187"
"Male","271"
"","458"
"Hyolmo/Yholmo",""
"Female","9"
"Male","10"
"","19"
"Kumal",""
"Female","22"
"Male","20"
"","42"
"Magar",""
"Female","286"
"Male","237"
"","523"
"Maithili",""
"Female","191"
"Male","261"
"","452"
"Nepali",""
"Female","26075"
"Male","22989"
"","49064"
"Newar",""
"Female","603"
"Male","541"
"","1144"
"Not Reported",""
"Female","32"
"Male","35"
"","67"
"Others",""
"Female","40"
"Male","36"
"","76"
"Rai",""
"Female","24"
"Male","22"
"","46"
"Sunuwar",""
"Female","9"
"Male","15"
"","24"
"Tamang",""
"Female","1412"
"Male","1298"
"","2710"
"Tharu",""
"Female","6020"
"Male","5545"
"","11565"
"Urdu",""
"Female","49"
"Male","55"
"","104"
