"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","115"
"Cow Dung","25"
"Electricity","9"
"Kerosene","120"
"LP Gas","2003"
"Not stated","34"
"Others","64"
"Wood/Firewood","8624"
"Total","10994"
