"Population by Five Years Age Group","Number"
"0-4",""
"Female","2092"
"Male","2187"
"10-14",""
"Female","3377"
"Male","3406"
"15-19",""
"Female","3240"
"Male","2982"
"20-24",""
"Female","2837"
"Male","2003"
"25-29",""
"Female","2234"
"Male","1901"
"30-34",""
"Female","1691"
"Male","1298"
"35-39",""
"Female","1513"
"Male","1213"
"40-44",""
"Female","1317"
"Male","1156"
"45-49",""
"Female","1185"
"Male","1114"
"50-54",""
"Female","1054"
"Male","1045"
"55-59",""
"Female","790"
"Male","822"
"5-9",""
"Female","2936"
"Male","3019"
"60-64",""
"Female","648"
"Male","649"
"65-69",""
"Female","457"
"Male","493"
"70-74",""
"Female","290"
"Male","345"
"75+",""
"Female","423"
"Male","447"
