"Number of households by type of outer wall","Number"
"BambooWall","1175"
"Cement Bonded Bricks/Stone Wall","1389"
"Mud Bonded Bricks/Stone Wall","7701"
"Not stated","61"
"Others","58"
"Unbaked Bricks","6"
"Wood/Planks","604"
"Total","10994"
