"Population by Mother tongue","Number"
"Avadhi",""
"Female","10926"
"Male","11448"
"","22374"
"Bhojpuri",""
"Female","314"
"Male","329"
"","643"
"English",""
"Female","7"
"Male","8"
"","15"
"Gurung",""
"Female","48"
"Male","40"
"","88"
"Hindi",""
"Female","59"
"Male","45"
"","104"
"Limbu",""
"Female","8"
"Male","8"
"","16"
"Magar",""
"Female","293"
"Male","246"
"","539"
"Maithili",""
"Female","88"
"Male","91"
"","179"
"Nepali",""
"Female","10392"
"Male","8763"
"","19155"
"Newar",""
"Female","97"
"Male","94"
"","191"
"Not Reported",""
"Female","12"
"Male","15"
"","27"
"Others",""
"Female","24"
"Male","18"
"","42"
"Tamang",""
"Female","23"
"Male","15"
"","38"
"Tharu",""
"Female","8447"
"Male","7883"
"","16330"
"Urdu",""
"Female","2628"
"Male","2580"
"","5208"
