"Population by Religion","Number"
"Bahai","2"
"Bon","0"
"Buddism","568"
"Christianity","177"
"Hindu","59349"
"Islam","5317"
"Jainism","0"
"Kirat","8"
"Prakriti","2"
"Sikhism","0"
"Undefined","35"
"Total","65458"
