"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","24"
"Cow Dung","3121"
"Electricity","0"
"Kerosene","98"
"LP Gas","1175"
"Not stated","116"
"Others","102"
"Wood/Firewood","5398"
"Total","10034"
