"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","30"
"Male","17"
"Hindi",""
"Female","131"
"Male","115"
"Magahi",""
"Female","113"
"Male","139"
"Maithili",""
"Female","25900"
"Male","25860"
"Nepali",""
"Female","343"
"Male","342"
"Newar",""
"Female","45"
"Male","44"
"Not Reported",""
"Female","113"
"Male","129"
"Others",""
"Female","33"
"Male","19"
"Rajsthani",""
"Female","5"
"Male","7"
"Tharu",""
"Female","9"
"Male","6"
"Urdu",""
"Female","2122"
"Male","2010"
"Yakkha",""
"Female","9"
"Male","8"
