"Population by Five Years Age Group","Number"
"0-4",""
"Female","3071"
"Male","3200"
"10-14",""
"Female","3835"
"Male","4035"
"15-19",""
"Female","2322"
"Male","2805"
"20-24",""
"Female","2355"
"Male","2296"
"25-29",""
"Female","2327"
"Male","2688"
"30-34",""
"Female","2196"
"Male","1972"
"35-39",""
"Female","1972"
"Male","1883"
"40-44",""
"Female","1552"
"Male","1622"
"45-49",""
"Female","1380"
"Male","1351"
"50-54",""
"Female","1097"
"Male","1190"
"55-59",""
"Female","941"
"Male","1041"
"5-9",""
"Female","3753"
"Male","4023"
"60-64",""
"Female","895"
"Male","876"
"65-69",""
"Female","569"
"Male","668"
"70-74",""
"Female","340"
"Male","416"
"75+",""
"Female","287"
"Male","303"
