"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","2"
"Electricity Fuel","1"
"KeroseneFuel","28"
"LP Gas","3"
"Not Sated about Fuel","18"
"OthersFuel","0"
"Wood/FireWood","4506"
"Total","4559"
