"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","14"
"Cow Dung","2373"
"Electricity Fuel","0"
"KeroseneFuel","43"
"LP Gas","15"
"Not Sated about Fuel","113"
"OthersFuel","120"
"Wood/FireWood","507"
"Total","3185"
