"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","10"
"Cow Dung","3916"
"Electricity","4"
"Kerosene","32"
"LP Gas","28"
"Not stated","28"
"Others","131"
"Wood/Firewood","115"
"Total","4264"
