"Population by Five Years Age Group","Number"
"0-4",""
"Female","1168"
"Male","1121"
"10-14",""
"Female","1193"
"Male","1283"
"15-19",""
"Female","1049"
"Male","923"
"20-24",""
"Female","828"
"Male","567"
"25-29",""
"Female","691"
"Male","477"
"30-34",""
"Female","540"
"Male","430"
"35-39",""
"Female","488"
"Male","399"
"40-44",""
"Female","387"
"Male","400"
"45-49",""
"Female","289"
"Male","314"
"50-54",""
"Female","282"
"Male","281"
"55-59",""
"Female","211"
"Male","214"
"5-9",""
"Female","1347"
"Male","1306"
"60-64",""
"Female","200"
"Male","222"
"65-69",""
"Female","140"
"Male","164"
"70-74",""
"Female","82"
"Male","85"
"75+",""
"Female","93"
"Male","101"
