"Number of households by type of outer wall","Number"
"BambooWall","65414"
"Cement Bonded Bricks/Stone Wall","19286"
"Mud Bonded Bricks/Stone Wall","11828"
"Not Stated about Wall","2417"
"Other Type Wall","1497"
"Unbaked Bricks","512"
"Wood/Planks","5698"
"Total","106652"
