"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","768"
"Cow Dung","40456"
"Electricity Fuel","14"
"KeroseneFuel","1648"
"LP Gas","2263"
"Not Sated about Fuel","1667"
"OthersFuel","1968"
"Wood/FireWood","57868"
"Total","106652"
