"Population by Religion","Number"
"Bahai","5"
"Bon","0"
"Buddism","12692"
"Christianity","1049"
"Hindu","534079"
"Islam","135283"
"Jainism","60"
"Kirat","672"
"Prakriti","1112"
"Sikhism","0"
"Undefined","1770"
"Total","686722"
