"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","251"
"Male","283"
"","534"
"Badi",""
"Female","10"
"Male","12"
"","22"
"Bangali",""
"Female","194"
"Male","206"
"","400"
"Baraee",""
"Female","1542"
"Male","1637"
"","3179"
"Bhote",""
"Female","160"
"Male","169"
"","329"
"Bin",""
"Female","4904"
"Male","5109"
"","10013"
"Brahman - Hill",""
"Female","9143"
"Male","8848"
"","17991"
"Brahman - Tarai",""
"Female","4442"
"Male","4833"
"","9275"
"Chamar/ Harijan/ Ram",""
"Female","12780"
"Male","13580"
"","26360"
"Chhetri",""
"Female","4662"
"Male","4430"
"","9092"
"Dalit Others",""
"Female","274"
"Male","293"
"","567"
"Damai/Dholi",""
"Female","607"
"Male","647"
"","1254"
"Danuwar",""
"Female","1237"
"Male","1218"
"","2455"
"Darai",""
"Female","63"
"Male","73"
"","136"
"Dhankar/ Dharikar",""
"Female","44"
"Male","46"
"","90"
"Dhanuk",""
"Female","831"
"Male","893"
"","1724"
"Dhimal",""
"Female","12"
"Male","14"
"","26"
"Dhobi",""
"Female","6785"
"Male","7189"
"","13974"
"Dhunia",""
"Female","830"
"Male","787"
"","1617"
"Dom",""
"Female","447"
"Male","426"
"","873"
"Dusadh/ Pasawan/ Pasi",""
"Female","9695"
"Male","10067"
"","19762"
"Foreigner",""
"Female","211"
"Male","229"
"","440"
"Gaderi/Bhedihar",""
"Female","817"
"Male","885"
"","1702"
"Gangai",""
"Female","117"
"Male","131"
"","248"
"Ghale",""
"Female","34"
"Male","33"
"","67"
"Gharti/Bhujel",""
"Female","368"
"Male","402"
"","770"
"Gurung",""
"Female","213"
"Male","200"
"","413"
"Hajam/Thakur",""
"Female","4848"
"Male","4959"
"","9807"
"Halkhor",""
"Female","169"
"Male","178"
"","347"
"Halwai",""
"Female","143"
"Male","127"
"","270"
"Kahar",""
"Female","1148"
"Male","1262"
"","2410"
"Kalwar",""
"Female","10782"
"Male","11802"
"","22584"
"Kamar",""
"Female","24"
"Male","23"
"","47"
"Kami",""
"Female","1099"
"Male","1138"
"","2237"
"Kanu",""
"Female","14923"
"Male","15985"
"","30908"
"Kathabaniyan",""
"Female","6455"
"Male","7004"
"","13459"
"Kayastha",""
"Female","1325"
"Male","1354"
"","2679"
"Kewat",""
"Female","84"
"Male","90"
"","174"
"Khatwe",""
"Female","52"
"Male","48"
"","100"
"Koche",""
"Female","42"
"Male","44"
"","86"
"Koiri/Kushwaha",""
"Female","7969"
"Male","8577"
"","16546"
"Kumal",""
"Female","422"
"Male","465"
"","887"
"Kumhar",""
"Female","5885"
"Male","6215"
"","12100"
"Kurmi",""
"Female","19012"
"Male","20004"
"","39016"
"Limbu",""
"Female","36"
"Male","32"
"","68"
"Lohar",""
"Female","6629"
"Male","7202"
"","13831"
"Magar",""
"Female","2571"
"Male","2395"
"","4966"
"Majhi",""
"Female","1550"
"Male","1498"
"","3048"
"Mali",""
"Female","1016"
"Male","1116"
"","2132"
"Mallaha",""
"Female","9879"
"Male","10312"
"","20191"
"Marwadi",""
"Female","331"
"Male","376"
"","707"
"Mewahang Bala",""
"Female","64"
"Male","56"
"","120"
"Musahar",""
"Female","3694"
"Male","3907"
"","7601"
"Musalman",""
"Female","68042"
"Male","67389"
"","135431"
"Natuwa",""
"Female","41"
"Male","56"
"","97"
"Newar",""
"Female","1260"
"Male","1260"
"","2520"
"Nuniya",""
"Female","5156"
"Male","5598"
"","10754"
"Others",""
"Female","530"
"Male","345"
"","875"
"Pahari",""
"Female","197"
"Male","210"
"","407"
"Punjabi/Sikh",""
"Female","129"
"Male","143"
"","272"
"Rai",""
"Female","862"
"Male","902"
"","1764"
"Rajbansi",""
"Female","11"
"Male","18"
"","29"
"Rajbhar",""
"Female","16"
"Male","13"
"","29"
"Rajdhob",""
"Female","41"
"Male","41"
"","82"
"Rajput",""
"Female","1998"
"Male","2243"
"","4241"
"Sanyasi/Dasnami",""
"Female","1721"
"Male","1865"
"","3586"
"Sarki",""
"Female","43"
"Male","53"
"","96"
"Sherpa",""
"Female","5"
"Male","6"
"","11"
"Sonar",""
"Female","3794"
"Male","3986"
"","7780"
"Sudhi",""
"Female","1365"
"Male","1568"
"","2933"
"Sunuwar",""
"Female","181"
"Male","174"
"","355"
"Tajpuriya",""
"Female","21"
"Male","25"
"","46"
"Tamang",""
"Female","6073"
"Male","6101"
"","12174"
"Tatma/Tatwa",""
"Female","7841"
"Male","8386"
"","16227"
"Teli",""
"Female","18333"
"Male","20199"
"","38532"
"Terai Others",""
"Female","1112"
"Male","1222"
"","2334"
"Thakuri",""
"Female","190"
"Male","188"
"","378"
"Thami",""
"Female","19"
"Male","23"
"","42"
"Tharu",""
"Female","15391"
"Male","15363"
"","30754"
"Undefined Others",""
"Female","23"
"Male","31"
"","54"
"Walung",""
"Female","3"
"Male","8"
"","11"
"Yadav",""
"Female","40066"
"Male","43913"
"","83979"
"Yakkha",""
"Female","322"
"Male","310"
"","632"
