"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","11"
"Cow Dung","2098"
"Electricity Fuel","0"
"KeroseneFuel","87"
"LP Gas","46"
"Not Sated about Fuel","68"
"OthersFuel","52"
"Wood/FireWood","4509"
"Total","6871"
