"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","3"
"Christianity","7"
"Hindu","24768"
"Islam","543"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","21"
"Total","25343"
