"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","46"
"Cow Dung","1315"
"Electricity","0"
"Kerosene","89"
"LP Gas","53"
"Not stated","128"
"Others","2"
"Wood/Firewood","3789"
"Total","5422"
