"Population by Mother tongue","Number"
"Bahing",""
"Female","10"
"Male","9"
"Bhojpuri",""
"Female","9"
"Male","12"
"Bhujel",""
"Female","28"
"Male","28"
"Danuwar",""
"Female","164"
"Male","135"
"Doteli",""
"Female","9"
"Male","11"
"Hindi",""
"Female","12"
"Male","17"
"Limbu",""
"Female","10"
"Male","3"
"Magar",""
"Female","57"
"Male","42"
"Maithili",""
"Female","6289"
"Male","5970"
"Nepali",""
"Female","1231"
"Male","1154"
"Newar",""
"Female","7"
"Male","6"
"Not Reported",""
"Female","186"
"Male","162"
"Others",""
"Female","11"
"Male","13"
"Rai",""
"Female","60"
"Male","50"
"Tamang",""
"Female","69"
"Male","72"
"Tharu",""
"Female","5178"
"Male","4313"
"Urdu",""
"Female","953"
"Male","849"
