"Population by Five Years Age Group","Number"
"0-4",""
"Female","1220"
"Male","1314"
"10-14",""
"Female","1745"
"Male","1686"
"15-19",""
"Female","1532"
"Male","1267"
"20-24",""
"Female","1247"
"Male","877"
"25-29",""
"Female","1197"
"Male","798"
"30-34",""
"Female","1014"
"Male","674"
"35-39",""
"Female","966"
"Male","827"
"40-44",""
"Female","803"
"Male","700"
"45-49",""
"Female","689"
"Male","676"
"50-54",""
"Female","598"
"Male","580"
"55-59",""
"Female","460"
"Male","535"
"5-9",""
"Female","1701"
"Male","1711"
"60-64",""
"Female","434"
"Male","441"
"65-69",""
"Female","321"
"Male","334"
"70-74",""
"Female","213"
"Male","216"
"75+",""
"Female","143"
"Male","210"
