"Population by Single Year of Age","Number"
"0",""
"Female","446"
"Male","466"
"1",""
"Female","368"
"Male","409"
"10",""
"Female","667"
"Male","723"
"11",""
"Female","585"
"Male","580"
"12",""
"Female","692"
"Male","746"
"13",""
"Female","612"
"Male","608"
"14",""
"Female","667"
"Male","605"
"15",""
"Female","634"
"Male","577"
"16",""
"Female","631"
"Male","599"
"17",""
"Female","580"
"Male","463"
"18",""
"Female","725"
"Male","533"
"19",""
"Female","429"
"Male","317"
"2",""
"Female","431"
"Male","444"
"20",""
"Female","637"
"Male","383"
"21",""
"Female","454"
"Male","299"
"22",""
"Female","636"
"Male","381"
"23",""
"Female","415"
"Male","239"
"24",""
"Female","418"
"Male","244"
"25",""
"Female","677"
"Male","383"
"26",""
"Female","441"
"Male","282"
"27",""
"Female","430"
"Male","248"
"28",""
"Female","526"
"Male","307"
"29",""
"Female","287"
"Male","189"
"3",""
"Female","456"
"Male","460"
"30",""
"Female","730"
"Male","518"
"31",""
"Female","231"
"Male","178"
"32",""
"Female","345"
"Male","313"
"33",""
"Female","275"
"Male","182"
"34",""
"Female","248"
"Male","166"
"35",""
"Female","682"
"Male","540"
"36",""
"Female","243"
"Male","225"
"37",""
"Female","197"
"Male","169"
"38",""
"Female","317"
"Male","231"
"39",""
"Female","183"
"Male","134"
"4",""
"Female","522"
"Male","537"
"40",""
"Female","672"
"Male","492"
"41",""
"Female","168"
"Male","150"
"42",""
"Female","255"
"Male","247"
"43",""
"Female","160"
"Male","152"
"44",""
"Female","139"
"Male","133"
"45",""
"Female","483"
"Male","481"
"46",""
"Female","154"
"Male","155"
"47",""
"Female","142"
"Male","140"
"48",""
"Female","214"
"Male","197"
"49",""
"Female","102"
"Male","108"
"5",""
"Female","511"
"Male","569"
"50",""
"Female","429"
"Male","400"
"51",""
"Female","120"
"Male","110"
"52",""
"Female","160"
"Male","167"
"53",""
"Female","92"
"Male","82"
"54",""
"Female","98"
"Male","82"
"55",""
"Female","338"
"Male","322"
"56",""
"Female","108"
"Male","141"
"57",""
"Female","104"
"Male","97"
"58",""
"Female","147"
"Male","135"
"59",""
"Female","92"
"Male","76"
"6",""
"Female","517"
"Male","526"
"60",""
"Female","419"
"Male","371"
"61",""
"Female","97"
"Male","92"
"62",""
"Female","116"
"Male","100"
"63",""
"Female","76"
"Male","80"
"64",""
"Female","79"
"Male","67"
"65",""
"Female","260"
"Male","258"
"66",""
"Female","53"
"Male","56"
"67",""
"Female","71"
"Male","78"
"68",""
"Female","91"
"Male","114"
"69",""
"Female","41"
"Male","69"
"7",""
"Female","589"
"Male","594"
"70",""
"Female","170"
"Male","184"
"71",""
"Female","39"
"Male","40"
"72",""
"Female","48"
"Male","71"
"73",""
"Female","26"
"Male","39"
"74",""
"Female","20"
"Male","30"
"75",""
"Female","84"
"Male","81"
"76",""
"Female","20"
"Male","33"
"77",""
"Female","18"
"Male","28"
"78",""
"Female","15"
"Male","43"
"79",""
"Female","6"
"Male","32"
"8",""
"Female","581"
"Male","626"
"80",""
"Female","37"
"Male","34"
"81",""
"Female","10"
"Male","4"
"82",""
"Female","10"
"Male","9"
"83",""
"Female","6"
"Male","14"
"84",""
"Female","7"
"Male","6"
"85",""
"Female","59"
"Male","56"
"9",""
"Female","511"
"Male","518"
