"Population by Mother tongue","Number"
"Avadhi",""
"Female","1753"
"Male","1777"
"Bhojpuri",""
"Female","8"
"Male","5"
"Darai",""
"Female","10"
"Male","7"
"Doteli",""
"Female","6"
"Male","6"
"Gurung",""
"Female","151"
"Male","108"
"Hindi",""
"Female","117"
"Male","131"
"Magar",""
"Female","312"
"Male","289"
"Maithili",""
"Female","90"
"Male","123"
"Nepali",""
"Female","13286"
"Male","10583"
"Newar",""
"Female","136"
"Male","114"
"Not Reported",""
"Female","6"
"Male","9"
"Others",""
"Female","17"
"Male","7"
"Tamang",""
"Female","80"
"Male","59"
"Tharu",""
"Female","9010"
"Male","8536"
"Urdu",""
"Female","590"
"Male","542"
