"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","13"
"Cow Dung","3111"
"Electricity Fuel","2"
"KeroseneFuel","141"
"LP Gas","175"
"Not Sated about Fuel","96"
"OthersFuel","304"
"Wood/FireWood","3602"
"Total","7444"
