"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","30"
"Male","38"
"","68"
"Bangali",""
"Female","16"
"Male","26"
"","42"
"Baraee",""
"Female","117"
"Male","109"
"","226"
"Bin",""
"Female","131"
"Male","123"
"","254"
"Brahman - Hill",""
"Female","103"
"Male","132"
"","235"
"Brahman - Tarai",""
"Female","87"
"Male","101"
"","188"
"Chamar/ Harijan/ Ram",""
"Female","1091"
"Male","1129"
"","2220"
"Chhetri",""
"Female","28"
"Male","28"
"","56"
"Damai/Dholi",""
"Female","91"
"Male","123"
"","214"
"Dhanuk",""
"Female","262"
"Male","282"
"","544"
"Dhobi",""
"Female","279"
"Male","292"
"","571"
"Dom",""
"Female","53"
"Male","54"
"","107"
"Dusadh/ Pasawan/ Pasi",""
"Female","472"
"Male","522"
"","994"
"Gaderi/Bhedihar",""
"Female","253"
"Male","274"
"","527"
"Hajam/Thakur",""
"Female","364"
"Male","377"
"","741"
"Halwai",""
"Female","12"
"Male","11"
"","23"
"Kahar",""
"Female","116"
"Male","154"
"","270"
"Kalwar",""
"Female","1260"
"Male","1488"
"","2748"
"Kanu",""
"Female","1827"
"Male","1958"
"","3785"
"Kathabaniyan",""
"Female","1160"
"Male","1263"
"","2423"
"Kayastha",""
"Female","52"
"Male","62"
"","114"
"Koche",""
"Female","34"
"Male","29"
"","63"
"Koiri/Kushwaha",""
"Female","156"
"Male","181"
"","337"
"Kumal",""
"Female","37"
"Male","47"
"","84"
"Kumhar",""
"Female","399"
"Male","421"
"","820"
"Kurmi",""
"Female","827"
"Male","872"
"","1699"
"Lohar",""
"Female","458"
"Male","482"
"","940"
"Magar",""
"Female","71"
"Male","87"
"","158"
"Mali",""
"Female","56"
"Male","65"
"","121"
"Mallaha",""
"Female","3099"
"Male","3163"
"","6262"
"Musahar",""
"Female","129"
"Male","136"
"","265"
"Musalman",""
"Female","4114"
"Male","4123"
"","8237"
"Newar",""
"Female","13"
"Male","10"
"","23"
"Nuniya",""
"Female","111"
"Male","123"
"","234"
"Others",""
"Female","28"
"Male","18"
"","46"
"Rai",""
"Female","38"
"Male","44"
"","82"
"Rajput",""
"Female","18"
"Male","24"
"","42"
"Sanyasi/Dasnami",""
"Female","65"
"Male","70"
"","135"
"Sonar",""
"Female","338"
"Male","338"
"","676"
"Sudhi",""
"Female","33"
"Male","30"
"","63"
"Tatma/Tatwa",""
"Female","498"
"Male","513"
"","1011"
"Teli",""
"Female","1366"
"Male","1546"
"","2912"
"Terai Others",""
"Female","21"
"Male","13"
"","34"
"Thakuri",""
"Female","6"
"Male","8"
"","14"
"Tharu",""
"Female","221"
"Male","217"
"","438"
"Yadav",""
"Female","4507"
"Male","4855"
"","9362"
"Yakkha",""
"Female","36"
"Male","37"
"","73"
