"Population by Caste Ethinicity","Number"
"Badi",""
"Female","28"
"Male","13"
"","41"
"Bantaba",""
"Female","35"
"Male","40"
"","75"
"Brahman - Hill",""
"Female","1520"
"Male","1246"
"","2766"
"Chamling",""
"Female","10"
"Male","10"
"","20"
"Chhetri",""
"Female","994"
"Male","860"
"","1854"
"Damai/Dholi",""
"Female","193"
"Male","159"
"","352"
"Dhimal",""
"Female","37"
"Male","43"
"","80"
"Gharti/Bhujel",""
"Female","34"
"Male","22"
"","56"
"Gurung",""
"Female","31"
"Male","25"
"","56"
"Kami",""
"Female","562"
"Male","494"
"","1056"
"Kumal",""
"Female","170"
"Male","141"
"","311"
"Limbu",""
"Female","2798"
"Male","2427"
"","5225"
"Magar",""
"Female","234"
"Male","200"
"","434"
"Majhi",""
"Female","27"
"Male","21"
"","48"
"Musahar",""
"Female","6"
"Male","11"
"","17"
"Newar",""
"Female","440"
"Male","370"
"","810"
"Others",""
"Female","40"
"Male","39"
"","79"
"Rai",""
"Female","3173"
"Male","2815"
"","5988"
"Samgpang",""
"Female","34"
"Male","26"
"","60"
"Sanyasi/Dasnami",""
"Female","119"
"Male","88"
"","207"
"Sarki",""
"Female","9"
"Male","7"
"","16"
"Sherpa",""
"Female","11"
"Male","9"
"","20"
"Sunuwar",""
"Female","35"
"Male","26"
"","61"
"Tamang",""
"Female","521"
"Male","473"
"","994"
"Undefined Others",""
"Female","9"
"Male","6"
"","15"
"Yakkha",""
"Female","98"
"Male","81"
"","179"
