"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","426"
"Cow Dung","13"
"Electricity Fuel","5"
"KeroseneFuel","52"
"LP Gas","126"
"Not Sated about Fuel","19"
"OthersFuel","1"
"Wood/FireWood","4007"
"Total","4649"
