"Population by Mother tongue","Number"
"Bahing",""
"Female","34"
"Male","36"
"Chamling",""
"Female","30"
"Male","42"
"Dumi",""
"Female","36"
"Male","33"
"Gurung",""
"Female","536"
"Male","497"
"Khaling",""
"Female","166"
"Male","133"
"Kulung",""
"Female","193"
"Male","164"
"Lohorung",""
"Female","382"
"Male","375"
"Magar",""
"Female","6"
"Male","6"
"Maithili",""
"Female","3"
"Male","9"
"Mewahang",""
"Female","28"
"Male","33"
"Nachhiring",""
"Female","14"
"Male","19"
"Nepali",""
"Female","1098"
"Male","987"
"Others",""
"Female","56"
"Male","52"
"Rai",""
"Female","86"
"Male","80"
"Sampang",""
"Female","24"
"Male","34"
"Sanskrit",""
"Female","6"
"Male","6"
"Sherpa",""
"Female","360"
"Male","338"
"Tamang",""
"Female","20"
"Male","20"
"Thulung",""
"Female","141"
"Male","134"
"Yakkha",""
"Female","39"
"Male","41"
"Yamphu/Yamphe",""
"Female","397"
"Male","371"
