"Population by Caste Ethinicity","Number"
"Badi",""
"Female","41"
"Male","25"
"","66"
"Brahman - Hill",""
"Female","2650"
"Male","2331"
"","4981"
"Chhetri",""
"Female","4671"
"Male","4563"
"","9234"
"Dalit Others",""
"Female","802"
"Male","715"
"","1517"
"Damai/Dholi",""
"Female","269"
"Male","202"
"","471"
"Dhobi",""
"Female","10"
"Male","10"
"","20"
"Kami",""
"Female","669"
"Male","581"
"","1250"
"Kayastha",""
"Female","10"
"Male","10"
"","20"
"Magar",""
"Female","29"
"Male","48"
"","77"
"Newar",""
"Female","27"
"Male","38"
"","65"
"Others",""
"Female","20"
"Male","29"
"","49"
"Sanyasi/Dasnami",""
"Female","65"
"Male","63"
"","128"
"Sarki",""
"Female","464"
"Male","408"
"","872"
"Tamang",""
"Female","42"
"Male","44"
"","86"
"Thakuri",""
"Female","1762"
"Male","1581"
"","3343"
"Tharu",""
"Female","5"
"Male","7"
"","12"
