"Population by Mother tongue","Number"
"Bajjika",""
"Female","12383"
"Male","13688"
"","26071"
"Bhojpuri",""
"Female","7"
"Male","16"
"","23"
"Darai",""
"Female","63"
"Male","73"
"","136"
"Hindi",""
"Female","12"
"Male","20"
"","32"
"Maithili",""
"Female","1040"
"Male","1179"
"","2219"
"Nepali",""
"Female","203"
"Male","185"
"","388"
"Newar",""
"Female","11"
"Male","14"
"","25"
"Not Reported",""
"Female","28"
"Male","29"
"","57"
"Others",""
"Female","10"
"Male","5"
"","15"
"Rai",""
"Female","18"
"Male","12"
"","30"
"Urdu",""
"Female","766"
"Male","753"
"","1519"
"Yakkha",""
"Female","30"
"Male","24"
"","54"
