"Children, Adolescent, Youth, Elderly and Working Population","Number"
"Adolescent (10-19)",""
"Female","7278"
"Male","7278"
"Children (0-4)",""
"Female","2718"
"Male","2718"
"Elderely (60+)",""
"Female","2124"
"Male","2124"
"Working population (15-59)",""
"Female","14089"
"Male","14089"
"Youth (15-24)",""
"Female","5187"
"Male","5187"
