"Population by Mother tongue","Number"
"Avadhi",""
"Female","403"
"Male","443"
"Bhojpuri",""
"Female","5"
"Male","7"
"Bote",""
"Female","7"
"Male","7"
"Darai",""
"Female","12"
"Male","6"
"Gurung",""
"Female","24"
"Male","23"
"Hindi",""
"Female","140"
"Male","132"
"Magar",""
"Female","96"
"Male","84"
"Maithili",""
"Female","45"
"Male","59"
"Nepali",""
"Female","15217"
"Male","12739"
"Newar",""
"Female","49"
"Male","36"
"Others",""
"Female","18"
"Male","19"
"Raji",""
"Female","55"
"Male","49"
"Tamang",""
"Female","24"
"Male","19"
"Tharu",""
"Female","13289"
"Male","12477"
"Urdu",""
"Female","189"
"Male","202"
