"Population by Five Years Age Group","Number"
"0-4",""
"Female","2541"
"Male","2718"
"10-14",""
"Female","3910"
"Male","4031"
"15-19",""
"Female","3667"
"Male","3247"
"20-24",""
"Female","2948"
"Male","1940"
"25-29",""
"Female","2615"
"Male","1636"
"30-34",""
"Female","2148"
"Male","1423"
"35-39",""
"Female","1773"
"Male","1536"
"40-44",""
"Female","1644"
"Male","1351"
"45-49",""
"Female","1184"
"Male","1176"
"50-54",""
"Female","974"
"Male","952"
"55-59",""
"Female","803"
"Male","828"
"5-9",""
"Female","3350"
"Male","3340"
"60-64",""
"Female","803"
"Male","771"
"65-69",""
"Female","561"
"Male","625"
"70-74",""
"Female","355"
"Male","417"
"75+",""
"Female","297"
"Male","311"
