"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","11906"
"Male","11786"
"","23692"
"Bhujel",""
"Female","41"
"Male","34"
"","75"
"Gurung",""
"Female","43"
"Male","43"
"","86"
"Magar",""
"Female","202"
"Male","149"
"","351"
"Maithili",""
"Female","591"
"Male","630"
"","1221"
"Nepali",""
"Female","2537"
"Male","2065"
"","4602"
"Newar",""
"Female","32"
"Male","19"
"","51"
"Not Reported",""
"Female","11"
"Male","7"
"","18"
"Others",""
"Female","29"
"Male","14"
"","43"
"Santhali",""
"Female","6"
"Male","7"
"","13"
"Tharu",""
"Female","3037"
"Male","2701"
"","5738"
