"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","61"
"Cow Dung","131"
"Electricity Fuel","2"
"KeroseneFuel","37"
"LP Gas","168"
"Not Sated about Fuel","39"
"OthersFuel","59"
"Wood/FireWood","5733"
"Total","6230"
